SC_T id '1' nm 'standaard' PDIN 1 0  pdin TBLE
0 0 <
10 0.15 <
20 0.3 <
30 0.45 <
40 0.6 <
50 0.75 <
60 0.9 <
70 1.05 <
80 1.2 <
90 1.35 <
100 1.5 <  tble sc_t
IG_T id '1' nm 'HUPSEL2010' PDIN 1 1 '1;00:00:00' pdin TBLE
'2010/01/01;00:00:00' 1.46 <
'2010/01/02;00:00:00' 1.51 <
'2010/01/03;00:00:00' 1.52 <
'2010/01/04;00:00:00' 1.52 <
'2010/01/05;00:00:00' 1.51 <
'2010/01/06;00:00:00' 1.52 <
'2010/01/07;00:00:00' 1.54 <
'2010/01/08;00:00:00' 1.56 <
'2010/01/09;00:00:00' 1.55 <
'2010/01/10;00:00:00' 1.54 <
'2010/01/11;00:00:00' 1.53 <
'2010/01/12;00:00:00' 1.52 <
'2010/01/13;00:00:00' 1.53 <
'2010/01/14;00:00:00' 1.55 <
'2010/01/15;00:00:00' 1.52 <
'2010/01/16;00:00:00' 1.47 <
'2010/01/17;00:00:00' 1.4 <
'2010/01/18;00:00:00' 1.41 <
'2010/01/19;00:00:00' 1.45 <
'2010/01/20;00:00:00' 1.46 <
'2010/01/21;00:00:00' 1.5 <
'2010/01/22;00:00:00' 1.52 <
'2010/01/23;00:00:00' 1.52 <
'2010/01/24;00:00:00' 1.53 <
'2010/01/25;00:00:00' 1.55 <
'2010/01/26;00:00:00' 1.57 <
'2010/01/27;00:00:00' 1.6 <
'2010/01/28;00:00:00' 1.55 <
'2010/01/29;00:00:00' 1.47 <
'2010/01/30;00:00:00' 1.46 <
'2010/01/31;00:00:00' 1.49 <
'2010/02/01;00:00:00' 1.5 <
'2010/02/02;00:00:00' 1.5 <
'2010/02/03;00:00:00' 1.37 <
'2010/02/04;00:00:00' 1.34 <
'2010/02/05;00:00:00' 1.4 <
'2010/02/06;00:00:00' 1.4 <
'2010/02/07;00:00:00' 1.45 <
'2010/02/08;00:00:00' 1.48 <
'2010/02/09;00:00:00' 1.52 <
'2010/02/10;00:00:00' 1.54 <
'2010/02/11;00:00:00' 1.56 <
'2010/02/12;00:00:00' 1.57 <
'2010/02/13;00:00:00' 1.57 <
'2010/02/14;00:00:00' 1.56 <
'2010/02/15;00:00:00' 1.58 <
'2010/02/16;00:00:00' 1.59 <
'2010/02/17;00:00:00' 1.58 <
'2010/02/18;00:00:00' 1.58 <
'2010/02/19;00:00:00' 1.52 <
'2010/02/20;00:00:00' 1.53 <
'2010/02/21;00:00:00' 1.53 <
'2010/02/22;00:00:00' 1.52 <
'2010/02/23;00:00:00' 1.38 <
'2010/02/24;00:00:00' 1.44 <
'2010/02/25;00:00:00' 1.4 <
'2010/02/26;00:00:00' 1.41 <
'2010/02/27;00:00:00' 1.45 <
'2010/02/28;00:00:00' 1.41 <
'2010/03/01;00:00:00' 1.31 <
'2010/03/02;00:00:00' 1.41 <
'2010/03/03;00:00:00' 1.46 <
'2010/03/04;00:00:00' 1.49 <
'2010/03/05;00:00:00' 1.51 <
'2010/03/06;00:00:00' 1.44 <
'2010/03/07;00:00:00' 1.5 <
'2010/03/08;00:00:00' 1.52 <
'2010/03/09;00:00:00' 1.53 <
'2010/03/10;00:00:00' 1.54 <
'2010/03/11;00:00:00' 1.54 <
'2010/03/12;00:00:00' 1.52 <
'2010/03/13;00:00:00' 1.53 <
'2010/03/14;00:00:00' 1.52 <
'2010/03/15;00:00:00' 1.51 <
'2010/03/16;00:00:00' 1.46 <
'2010/03/17;00:00:00' 1.5 <
'2010/03/18;00:00:00' 1.53 <
'2010/03/19;00:00:00' 1.54 <
'2010/03/20;00:00:00' 1.47 <
'2010/03/21;00:00:00' 1.36 <
'2010/03/22;00:00:00' 1.45 <
'2010/03/23;00:00:00' 1.49 <
'2010/03/24;00:00:00' 1.51 <
'2010/03/25;00:00:00' 1.55 <
'2010/03/26;00:00:00' 1.55 <
'2010/03/27;00:00:00' 1.5 <
'2010/03/28;00:00:00' 1.52 <
'2010/03/29;00:00:00' 1.46 <
'2010/03/30;00:00:00' 1.51 <
'2010/03/31;00:00:00' 1.54 <
'2010/04/01;00:00:00' 1.55 <
'2010/04/02;00:00:00' 1.55 <
'2010/04/03;00:00:00' 1.56 <
'2010/04/04;00:00:00' 1.45 <
'2010/04/05;00:00:00' 1.51 <
'2010/04/06;00:00:00' 1.55 <
'2010/04/07;00:00:00' 1.56 <
'2010/04/08;00:00:00' 1.55 <
'2010/04/09;00:00:00' 1.55 <
'2010/04/10;00:00:00' 1.56 <
'2010/04/11;00:00:00' 1.58 <
'2010/04/12;00:00:00' 1.59 <
'2010/04/13;00:00:00' 1.6 <
'2010/04/14;00:00:00' 1.6 <
'2010/04/15;00:00:00' 1.61 <
'2010/04/16;00:00:00' 1.62 <
'2010/04/17;00:00:00' 1.63 <
'2010/04/18;00:00:00' 1.65 <
'2010/04/19;00:00:00' 1.67 <
'2010/04/20;00:00:00' 1.68 <
'2010/04/21;00:00:00' 1.7 <
'2010/04/22;00:00:00' 1.72 <
'2010/04/23;00:00:00' 1.73 <
'2010/04/24;00:00:00' 1.76 <
'2010/04/25;00:00:00' 1.77 <
'2010/04/26;00:00:00' 1.78 <
'2010/04/27;00:00:00' 1.8 <
'2010/04/28;00:00:00' 1.81 <
'2010/04/29;00:00:00' 1.82 <
'2010/04/30;00:00:00' 1.82 <
'2010/05/01;00:00:00' 1.84 <
'2010/05/02;00:00:00' 1.84 <
'2010/05/03;00:00:00' 1.72 <
'2010/05/04;00:00:00' 1.75 <
'2010/05/05;00:00:00' 1.78 <
'2010/05/06;00:00:00' 1.79 <
'2010/05/07;00:00:00' 1.77 <
'2010/05/08;00:00:00' 1.7 <
'2010/05/09;00:00:00' 1.68 <
'2010/05/10;00:00:00' 1.72 <
'2010/05/11;00:00:00' 1.76 <
'2010/05/12;00:00:00' 1.57 <
'2010/05/13;00:00:00' 1.57 <
'2010/05/14;00:00:00' 1.58 <
'2010/05/15;00:00:00' 1.62 <
'2010/05/16;00:00:00' 1.63 <
'2010/05/17;00:00:00' 1.66 <
'2010/05/18;00:00:00' 1.69 <
'2010/05/19;00:00:00' 1.75 <
'2010/05/20;00:00:00' 1.82 <
'2010/05/21;00:00:00' 1.86 <
'2010/05/22;00:00:00' 1.87 <
'2010/05/23;00:00:00' 1.88 <
'2010/05/24;00:00:00' 1.91 <
'2010/05/25;00:00:00' 1.93 <
'2010/05/26;00:00:00' 1.95 <
'2010/05/27;00:00:00' 1.96 <
'2010/05/28;00:00:00' 1.98 <
'2010/05/29;00:00:00' 2 <
'2010/05/30;00:00:00' 1.98 <
'2010/05/31;00:00:00' 1.95 <
'2010/06/01;00:00:00' 1.96 <
'2010/06/02;00:00:00' 2 <
'2010/06/03;00:00:00' 2.02 <
'2010/06/04;00:00:00' 2.05 <
'2010/06/05;00:00:00' 2.07 <
'2010/06/06;00:00:00' 2.09 <
'2010/06/07;00:00:00' 2.1 <
'2010/06/08;00:00:00' 2.12 <
'2010/06/09;00:00:00' 2.12 <
'2010/06/10;00:00:00' 2.13 <
'2010/06/11;00:00:00' 2.14 <
'2010/06/12;00:00:00' 2.15 <
'2010/06/13;00:00:00' 2.17 <
'2010/06/14;00:00:00' 2.2 <
'2010/06/15;00:00:00' 2.2 <
'2010/06/16;00:00:00' 2.21 <
'2010/06/17;00:00:00' 2.24 <
'2010/06/18;00:00:00' 2.25 <
'2010/06/19;00:00:00' 2.25 <
'2010/06/20;00:00:00' 2.26 <
'2010/06/21;00:00:00' 2.27 <
'2010/06/22;00:00:00' 2.28 <
'2010/06/23;00:00:00' 2.3 <
'2010/06/24;00:00:00' 2.32 <
'2010/06/25;00:00:00' 2.32 <
'2010/06/26;00:00:00' 2.35 <
'2010/06/27;00:00:00' 2.36 <
'2010/06/28;00:00:00' 2.38 <
'2010/06/29;00:00:00' 2.39 <
'2010/06/30;00:00:00' 2.39 <
'2010/07/01;00:00:00' 2.39 <
'2010/07/02;00:00:00' 2.42 <
'2010/07/03;00:00:00' 2.43 <
'2010/07/04;00:00:00' 2.41 <
'2010/07/05;00:00:00' 2.43 <
'2010/07/06;00:00:00' 2.44 <
'2010/07/07;00:00:00' 2.45 <
'2010/07/08;00:00:00' 2.47 <
'2010/07/09;00:00:00' 2.49 <
'2010/07/10;00:00:00' 2.5 <
'2010/07/11;00:00:00' 2.5 <
'2010/07/12;00:00:00' 2.51 <
'2010/07/13;00:00:00' 2.47 <
'2010/07/14;00:00:00' 2.5 <
'2010/07/15;00:00:00' 2.5 <
'2010/07/16;00:00:00' 2.5 <
'2010/07/17;00:00:00' 2.49 <
'2010/07/18;00:00:00' 2.52 <
'2010/07/19;00:00:00' 2.53 <
'2010/07/20;00:00:00' 2.54 <
'2010/07/21;00:00:00' 2.55 <
'2010/07/22;00:00:00' 2.54 <
'2010/07/23;00:00:00' 2.55 <
'2010/07/24;00:00:00' 2.55 <
'2010/07/25;00:00:00' 2.56 <
'2010/07/26;00:00:00' 2.55 <
'2010/07/27;00:00:00' 2.56 <
'2010/07/28;00:00:00' 2.51 <
'2010/07/29;00:00:00' 2.48 <
'2010/07/30;00:00:00' 2.47 <
'2010/07/31;00:00:00' 2.47 <
'2010/08/01;00:00:00' 2.49 <
'2010/08/02;00:00:00' 2.49 <
'2010/08/03;00:00:00' 2.48 <
'2010/08/04;00:00:00' 2.49 <
'2010/08/05;00:00:00' 2.49 <
'2010/08/06;00:00:00' 2.51 <
'2010/08/07;00:00:00' 2.52 <
'2010/08/08;00:00:00' 2.53 <
'2010/08/09;00:00:00' 2.52 <
'2010/08/10;00:00:00' 2.54 <
'2010/08/11;00:00:00' 2.54 <
'2010/08/12;00:00:00' 2.56 <
'2010/08/13;00:00:00' 2.56 <
'2010/08/14;00:00:00' 2.57 <
'2010/08/15;00:00:00' 2.58 <
'2010/08/16;00:00:00' 2.55 <
'2010/08/17;00:00:00' 2.51 <
'2010/08/18;00:00:00' 2.33 <
'2010/08/19;00:00:00' 2.3 <
'2010/08/20;00:00:00' 2.3 <
'2010/08/21;00:00:00' 2.29 <
'2010/08/22;00:00:00' 2.3 <
'2010/08/23;00:00:00' 2.27 <
'2010/08/24;00:00:00' 2.27 <
'2010/08/25;00:00:00' 2.27 <
'2010/08/26;00:00:00' 2.18 <
'2010/08/27;00:00:00' 1.21 <
'2010/08/28;00:00:00' 1.33 <
'2010/08/29;00:00:00' 1.39 <
'2010/08/30;00:00:00' 1.28 <
'2010/08/31;00:00:00' 1.39 <
'2010/09/01;00:00:00' 1.45 <
'2010/09/02;00:00:00' 1.49 <
'2010/09/03;00:00:00' 1.5 <
'2010/09/04;00:00:00' 1.53 <
'2010/09/05;00:00:00' 1.55 <
'2010/09/06;00:00:00' 1.57 <
'2010/09/07;00:00:00' 1.54 <
'2010/09/08;00:00:00' 1.54 <
'2010/09/09;00:00:00' 1.57 <
'2010/09/10;00:00:00' 1.57 <
'2010/09/11;00:00:00' 1.55 <
'2010/09/12;00:00:00' 1.58 <
'2010/09/13;00:00:00' 1.53 <
'2010/09/14;00:00:00' 1.52 <
'2010/09/15;00:00:00' 1.45 <
'2010/09/16;00:00:00' 1.44 <
'2010/09/17;00:00:00' 1.43 <
'2010/09/18;00:00:00' 1.51 <
'2010/09/19;00:00:00' 1.52 <
'2010/09/20;00:00:00' 1.55 <
'2010/09/21;00:00:00' 1.56 <
'2010/09/22;00:00:00' 1.58 <
'2010/09/23;00:00:00' 1.59 <
'2010/09/24;00:00:00' 1.52 <
'2010/09/25;00:00:00' 1.53 <
'2010/09/26;00:00:00' 1.56 <
'2010/09/27;00:00:00' 1.54 <
'2010/09/28;00:00:00' 1.46 <
'2010/09/29;00:00:00' 1.52 <
'2010/09/30;00:00:00' 1.55 <
'2010/10/01;00:00:00' 1.5 <
'2010/10/02;00:00:00' 1.43 <
'2010/10/03;00:00:00' 1.5 <
'2010/10/04;00:00:00' 1.54 <
'2010/10/05;00:00:00' 1.57 <
'2010/10/06;00:00:00' 1.57 <
'2010/10/07;00:00:00' 1.6 <
'2010/10/08;00:00:00' 1.59 <
'2010/10/09;00:00:00' 1.61 <
'2010/10/10;00:00:00' 1.62 <
'2010/10/11;00:00:00' 1.64 <
'2010/10/12;00:00:00' 1.66 <
'2010/10/13;00:00:00' 1.66 <
'2010/10/14;00:00:00' 1.66 <
'2010/10/15;00:00:00' 1.67 <
'2010/10/16;00:00:00' 1.49 <
'2010/10/17;00:00:00' 1.54 <
'2010/10/18;00:00:00' 1.57 <
'2010/10/19;00:00:00' 1.4 <
'2010/10/20;00:00:00' 1.44 <
'2010/10/21;00:00:00' 1.49 <
'2010/10/22;00:00:00' 1.51 <
'2010/10/23;00:00:00' 1.53 <
'2010/10/24;00:00:00' 1.51 <
'2010/10/25;00:00:00' 1.54 <
'2010/10/26;00:00:00' 1.55 <
'2010/10/27;00:00:00' 1.49 <
'2010/10/28;00:00:00' 1.42 <
'2010/10/29;00:00:00' 1.48 <
'2010/10/30;00:00:00' 1.52 <
'2010/10/31;00:00:00' 1.48 <
'2010/11/01;00:00:00' 1.48 <
'2010/11/02;00:00:00' 1.51 <
'2010/11/03;00:00:00' 1.52 <
'2010/11/04;00:00:00' 1.47 <
'2010/11/05;00:00:00' 1.39 <
'2010/11/06;00:00:00' 1.19 <
'2010/11/07;00:00:00' 1.29 <
'2010/11/08;00:00:00' 1.34 <
'2010/11/09;00:00:00' 1.38 <
'2010/11/10;00:00:00' 1.24 <
'2010/11/11;00:00:00' 1.29 <
'2010/11/12;00:00:00' 1.23 <
'2010/11/13;00:00:00' 1.23 <
'2010/11/14;00:00:00' 1.17 <
'2010/11/15;00:00:00' 1.27 <
'2010/11/16;00:00:00' 1.35 <
'2010/11/17;00:00:00' 1.4 <
'2010/11/18;00:00:00' 1.42 <
'2010/11/19;00:00:00' 1.46 <
'2010/11/20;00:00:00' 1.46 <
'2010/11/21;00:00:00' 1.47 <
'2010/11/22;00:00:00' 1.48 <
'2010/11/23;00:00:00' 1.48 <
'2010/11/24;00:00:00' 1.48 <
'2010/11/25;00:00:00' 1.48 <
'2010/11/26;00:00:00' 1.45 <
'2010/11/27;00:00:00' 1.48 <
'2010/11/28;00:00:00' 1.5 <
'2010/11/29;00:00:00' 1.53 <
'2010/11/30;00:00:00' 1.52 <
'2010/12/01;00:00:00' 1.54 <
'2010/12/02;00:00:00' 1.57 <
'2010/12/03;00:00:00' 1.56 <
'2010/12/04;00:00:00' 1.57 <
'2010/12/05;00:00:00' 1.44 <
'2010/12/06;00:00:00' 1.43 <
'2010/12/07;00:00:00' 1.48 <
'2010/12/08;00:00:00' 1.49 <
'2010/12/09;00:00:00' 1.52 <
'2010/12/10;00:00:00' 1.42 <
'2010/12/11;00:00:00' 1.29 <
'2010/12/12;00:00:00' 1.36 <
'2010/12/13;00:00:00' 1.45 <
'2010/12/14;00:00:00' 1.46 <
'2010/12/15;00:00:00' 1.47 <
'2010/12/16;00:00:00' 1.45 <
'2010/12/17;00:00:00' 1.45 <
'2010/12/18;00:00:00' 1.48 <
'2010/12/19;00:00:00' 1.49 <
'2010/12/20;00:00:00' 1.5 <
'2010/12/21;00:00:00' 1.5 <
'2010/12/22;00:00:00' 1.51 <
'2010/12/23;00:00:00' 1.49 <
'2010/12/24;00:00:00' 1.49 <
'2010/12/25;00:00:00' 1.49 <
'2010/12/26;00:00:00' 1.51 <
'2010/12/27;00:00:00' 1.48 <
'2010/12/28;00:00:00' 1.48 <
